1,202,1,1611
1,1069,1,3277
1,2330,1,3010
1,2932,1,4126
1,240,1,1755
1,2094,1,3659
1,219,1,1965
1,620,1,3037
1,2999,1,3815
1,436,1,1701
1,2711,1,4592
1,1661,1,3354
1,2060,1,3164
1,1190,1,2427
1,643,1,2392
1,477,1,2398
1,1306,1,3157
1,2153,1,3568
1,2141,1,4183
1,2732,1,3346
1,281,1,684
1,200,1,1948
1,2831,1,3569
1,87,1,1552
1,1318,1,2747
1,114,1,1957
1,227,1,2063
1,276,1,1896
1,326,1,2596
1,1329,1,3205
1,3232,1,5443
1,43,1,2006
1,1198,1,2552
1,2864,1,4678
1,336,1,2364
1,1509,1,3146
1,2744,1,3564
1,1426,1,2955
1,57,1,1765
1,187,1,2179
1,286,1,2256
1,925,1,2914
1,140,1,1261
1,3391,1,5028
1,1486,1,3653
1,1460,1,3218
1,599,1,2088
1,380,1,2342
1,387,1,1294
1,1741,1,3719
1,1700,1,2101
1,203,1,947
1,3598,1,4470
1,3418,1,5142
1,318,1,2059
1,180,1,1555
1,1471,1,2371
1,1423,1,3514
1,3453,1,4138
1,2279,1,2953
1,460,1,2109
1,422,1,2582
1,3508,1,5398
1,1811,1,4171
1,798,1,2740
1,2626,1,3853
1,2169,1,4057
1,2063,1,3502
1,1267,1,1908
1,3380,1,5122
1,1887,1,3873
1,1629,1,3018
1,84,1,1975
1,651,1,2059
1,7,1,1527
1,2413,1,4278
1,1824,1,3314
1,3182,1,3898
1,2408,1,2790
1,450,1,2255
1,3493,1,4465
1,916,1,1784
1,415,1,2031
1,988,1,2603
1,441,1,1365
1,253,1,1914
1,2781,1,4003
1,311,1,2142
1,2678,1,4217
1,1849,1,2237
1,1902,1,2957
1,438,1,1272
1,80,1,1948
1,2516,1,4282
31,86307,1,2524
1,1653,1,3912
1,544,1,2460
1,561,1,2619
1,824,1,2571
1,1717,1,3427
1,1482,1,2815
1,3581,1,3589
31,86357,1,1335
1,2728,1,4471
1,3098,1,4512
1,1604,1,2630
1,1977,1,3612
1,213,1,2531
1,1884,1,2988
1,3300,1,4931
1,2806,1,4302
1,2382,1,3901
1,1566,1,3085
1,1659,1,2723
1,747,1,1810
1,1704,1,3768
1,524,1,2542
1,3245,1,4377
1,722,1,2257
1,1816,1,3150
1,1695,1,3301
1,365,1,1794
1,465,1,1536
1,2285,1,4725
1,2012,1,3693
1,2881,1,3848
1,712,1,2831
1,2498,1,3945
1,2598,1,4018
31,22669,1,20284
1,136,1,1843
1,2440,1,3627
1,3187,1,4655
1,1878,1,2377
1,972,1,3194
