1,713,1,2357
1,2646,1,4308
1,922,1,5505
1,3477,1,5681
1,2849,1,3891
1,3069,1,5100
1,3394,1,4541
1,1252,1,5593
1,3016,1,3469
1,3039,1,5405
1,2815,1,4750
1,1787,1,3771
1,1764,1,3504
1,431,1,1951
1,2312,1,4188
1,3204,1,5006
1,2674,1,4667
1,2438,1,4313
1,1976,1,3189
1,2375,1,3724
1,2554,1,3915
1,295,1,2037
1,2280,1,3345
1,570,1,3116
1,120,1,2050
1,2698,1,4187
1,726,1,2753
1,2633,1,4716
1,1353,1,2663
1,3575,1,5194
1,686,1,2966
1,3628,1,5814
1,3512,1,5458
1,1992,1,3766
1,754,1,3024
1,2317,1,3747
1,3386,1,5156
1,1350,1,2519
1,3534,1,4485
1,2170,1,4162
1,1844,1,3506
1,2989,1,5096
1,1337,1,3140
1,2713,1,4475
1,502,1,1838
1,43,1,1824
1,917,1,3151
1,605,1,2833
1,1866,1,2637
1,898,1,3133
1,1634,1,3457
1,520,1,2137
1,2196,1,4364
1,2989,1,4917
1,1991,1,2519
1,3328,1,4999
1,2385,1,3418
1,2505,1,4441
1,3229,1,3804
1,1378,1,3422
1,2449,1,4019
1,2865,1,4741
1,1314,1,2995
1,2347,1,2996
1,1958,1,4376
1,1897,1,3891
1,890,1,2603
1,344,1,1233
1,2795,1,4391
1,774,1,2505
1,3068,1,4680
1,2601,1,4363
1,1997,1,3772
1,1461,1,3505
1,1299,1,2789
1,2708,1,3865
1,311,1,1791
1,3188,1,4118
1,1844,1,3907
1,2856,1,4402
1,2139,1,3684
1,158,1,1599
1,2705,1,4550
1,2488,1,4519
1,793,1,2623
1,368,1,3368
1,1824,1,2535
1,1265,1,2201
1,270,1,2174
1,47,1,1689
1,1618,1,3396
1,2357,1,4597
1,2603,1,4093
1,906,1,2881
1,86,1,1950
1,2411,1,4306
1,1526,1,3385
1,1077,1,3090
1,2387,1,3760
1,1956,1,4190
1,485,1,2024
1,2356,1,4382
1,614,1,2766
1,276,1,1586
1,955,1,2742
1,3451,1,5382
1,2039,1,3737
1,443,1,1434
1,3344,1,4707
1,595,1,2548
1,3613,1,4053
1,235,1,2140
1,1398,1,3526
1,1676,1,3676
1,2295,1,4572
1,2077,1,3742
1,2330,1,4188
1,679,1,1661
1,363,1,2082
1,1594,1,2954
1,2176,1,3977
1,302,1,2416
1,2116,1,3146
1,2215,1,3220
1,2096,1,3802
1,1529,1,3019
1,2475,1,4131
1,2092,1,2505
1,1306,1,2859
1,2883,1,4893
1,839,1,2917
1,1884,1,4270
1,2944,1,4290
1,1103,1,2976
1,2459,1,3929
1,2717,1,3991
1,2885,1,3545
1,1869,1,3306
1,3549,1,5371
1,2503,1,3266
1,2772,1,3592
1,697,1,2804
1,2776,1,4077
1,3160,1,4648
1,2669,1,3518
1,1408,1,2511
1,274,1,1844
1,335,1,2413
1,1778,1,3571
1,2284,1,3628
1,767,1,2128
1,2773,1,4332
1,571,1,1858
1,2995,1,4177
1,2021,1,4256
1,187,1,1420
1,2283,1,2287
1,2319,1,2326
1,2375,1,4197
1,458,1,1943
1,2282,1,3077
1,1275,1,1280
1,1303,1,2687
31,78749,31,80956
1,3122,1,4661
1,2835,1,5083
1,557,1,2613
1,3110,1,3966
1,3091,1,3625
1,2824,1,4111
1,460,1,2981
1,1808,1,3487
1,3246,1,4764
1,327,1,1833
1,1158,1,2956
1,2862,1,4276
1,1796,1,3519
1,2086,1,3479
1,266,1,1684
1,2695,1,4871
1,2787,1,4699
1,598,1,2409
1,2857,1,4672
1,3097,1,4574
1,3493,1,5621
1,391,1,2677
1,1176,1,2771
1,1909,1,2655
1,256,1,1853
1,3499,1,5034
31,86049,1,1920
1,1377,1,3416
1,3092,1,4573
1,447,1,1740
1,3068,1,4109
1,2108,1,4040
1,2725,1,4312
1,2830,1,4630
1,1297,1,3449
1,2149,1,3599
1,2308,1,2791
1,606,1,1065
1,3431,1,5456
1,2509,1,4046
1,535,1,1877
1,1648,1,3363
1,3478,1,4891
1,2632,1,4339
1,104,1,2091
1,235,1,1890
1,124,1,2964
1,238,1,706
1,3318,1,4345
1,1021,1,2862
1,1033,1,2509
1,2080,1,2488
1,1244,1,2178
1,1951,1,2605
1,175,1,822
1,3189,1,4740
1,2327,1,4193
1,330,1,2559
1,608,1,1640
1,3096,1,4809
1,3329,1,5482
1,460,1,2580
1,2772,1,3457
1,978,1,2520
1,1572,1,2828
1,2701,1,3853
1,3334,1,4626
1,3550,1,5734
1,815,1,2573
1,2907,1,4595
1,3265,1,3949
1,2284,1,4042
1,3158,1,4076
1,2392,1,4379
1,2569,1,3371
1,822,1,2672
1,326,1,1429
1,2636,1,4536
1,2830,1,4334
1,2714,1,4554
1,280,1,1766
1,1828,1,3208
1,2356,1,4521
1,870,1,2232
1,2082,1,3797
1,1490,1,3054
1,1540,1,3136
1,2253,1,3994
1,3051,1,3436
1,2624,1,4557
1,1363,1,3281
1,2575,1,3873
1,520,1,2361
1,3406,1,5190
1,9,1,2111
1,344,1,2010
1,2583,1,3988
1,1680,1,3322
1,1111,1,3604
1,2036,1,3948
1,2169,1,3672
1,1821,1,3183
1,915,1,1913
1,2762,1,5162
1,149,1,1750
1,2746,1,4117
1,2535,2,854
1,1726,1,3355
1,2790,1,2793
1,2957,1,4979
1,2417,1,3060
1,2744,1,3556
1,677,1,2848
1,1880,1,3463
1,3322,1,5178
1,1668,1,3680
1,129,1,2100
1,315,1,2063
1,1663,1,3373
1,3477,1,5175
1,3441,1,5491
1,710,1,2458
1,1033,1,3167
1,3451,1,5108
1,2065,1,2841
1,3358,1,4982
1,2431,1,3276
1,1208,1,2125
1,2268,1,3905
1,255,1,2078
1,3128,1,4504
1,2910,1,4832
1,2679,1,4648
1,2071,1,4178
1,3175,1,5026
1,1371,1,2193
1,2996,1,5048
1,2107,1,2153
1,1465,1,3932
1,423,1,2711
1,2374,1,4002
1,2115,1,3735
1,2634,1,4492
1,2628,1,3170
1,2933,1,5199
1,3288,1,4877
1,1482,1,2886
1,580,1,2208
1,333,1,2478
1,2895,1,4681
1,2171,1,3270
1,3168,1,4154
1,1496,1,3699
1,558,1,2344
1,2709,1,4341
1,1346,1,3441
1,3359,1,5204
1,842,1,2370
1,1906,1,4165
1,2425,1,3705
1,184,1,2563
1,1,1,3
1,2707,1,4179
1,36,1,3122
1,312,1,2130
1,2815,1,4646
1,2200,1,3933
1,1962,1,3700
1,2286,1,4355
1,2614,1,4238
1,1704,1,3613
1,3587,1,5310
1,2869,1,4333
1,3384,1,5002
1,2533,1,4647
1,400,1,2145
1,1068,1,2964
1,3123,1,4126
31,85303,1,746
1,599,1,2636
1,848,1,2450
1,666,1,2261
1,3425,1,4042
1,2042,1,3105
1,1664,1,3063
1,1071,1,2667
1,1878,1,1896
1,1901,1,8841
1,1011,1,2876
1,760,1,2179
1,3445,1,4306
1,426,1,2447
1,1750,1,2547
1,1873,1,4008
1,1067,1,2439
1,2546,1,5644
1,1254,1,2824
1,503,1,2138
1,1508,1,3776
1,2338,1,3909
1,3521,1,6030
1,2681,1,4986
1,3237,1,3484
1,3798,1,5851
1,109,1,1552
1,1215,1,3283
1,3453,1,3458
1,1855,1,3377
1,3214,1,5212
1,1184,1,3202
1,1059,1,2260
1,878,1,2971
1,837,1,3495
1,124,1,2175
1,3535,1,3538
1,3560,1,5122
1,1126,1,1631
1,2922,1,4570
1,2981,1,5227
1,2930,1,4341
1,2262,1,3957
1,1125,1,1688
1,346,1,1746
1,377,1,2937
1,555,1,2137
1,2706,1,4547
1,156,1,1777
1,2975,1,4638
1,1223,1,2670
1,2348,1,3822
1,3086,1,3171
1,3218,1,5216
1,2747,1,4116
1,1316,1,3229
1,3319,1,5381
1,1630,1,2807
1,56,1,1214
1,1713,1,3757
1,3318,1,5262
1,1700,1,2892
1,1759,1,4020
1,2940,1,4932
1,1536,1,3777
1,2346,1,3905
1,1417,1,2309
1,2946,1,4931
1,3360,1,5683
1,4505,1,6256
1,4412,1,6222
1,5665,1,7975
31,83620,31,85732
1,4222,1,5910
1,4629,1,6737
1,6302,1,7830
1,3684,1,5568
1,6683,1,8461
1,4746,1,6263
1,4046,1,5769
1,3762,1,5547
1,6497,1,8905
1,6438,1,8003
1,3753,1,5319
1,6639,1,8700
1,5106,1,6255
1,3635,1,4058
1,5965,1,7673
1,6201,1,8509
1,6326,1,8365
1,5926,1,7741
1,7052,1,7983
1,6835,1,8152
1,7148,1,8758
1,5292,1,7207
1,4563,1,6236
1,6364,1,7916
1,3879,1,4817
1,6878,1,8692
1,4471,1,6374
1,6497,1,8417
1,6675,1,8506
1,4060,1,7177
1,3967,1,6388
1,4279,2,0
1,6432,1,9107
1,5429,1,7412
1,2408,1,4432
1,5511,1,7174
1,3612,1,4116
1,6170,1,7771
1,4155,1,5791
1,5285,1,6019
1,6548,1,8410
1,4655,1,6924
1,3929,1,5958
1,4558,1,5963
1,7160,1,9118
1,4837,1,6327
1,6947,1,8034
1,7165,1,8613
1,5607,1,6945
1,4116,1,6031
1,6217,1,7656
1,5901,1,7008
1,6317,1,8093
1,4914,1,4947
1,4914,1,4947
1,5030,1,6727
1,4065,1,6852
1,3917,1,5654
1,4404,1,6088
1,4207,1,4866
1,6451,1,8753
1,6920,1,8035
1,7077,1,8704
1,5915,1,7017
1,4116,1,6398
1,6176,1,8300
1,4497,1,6085
1,5264,1,6693
1,3809,1,5011
1,6716,1,7676
1,4426,1,5047
1,6273,1,8156
1,5664,1,7317
1,4298,1,5829
1,6960,1,8459
1,4068,1,7407
1,3891,1,5423
1,5033,1,6559
1,5241,1,6876
1,5320,1,7354
1,3802,1,5120
1,5188,1,6743
1,4625,1,5522
1,4505,1,5146
1,6431,1,7506
1,6756,1,8207
1,4293,1,5756
1,4569,1,5810
1,4184,1,5848
1,4480,1,6485
1,4783,1,6520
1,4246,1,5510
1,4247,1,5376
1,4767,1,6414
1,6377,1,7476
1,4300,1,6449
1,6481,1,6565
1,6613,1,7282
1,4643,1,6478
1,7001,1,7007
1,7001,1,7007
1,7096,1,9130
1,6590,1,7984
1,5957,1,7911
1,4074,1,4823
1,6546,1,8373
1,6480,1,8567
1,6024,1,7947
1,6119,1,7287
1,6156,1,7094
1,4021,1,4602
1,6140,1,8146
1,5519,1,7475
1,5707,1,7199
1,6039,1,6586
1,4433,1,6554
1,6109,1,7647
1,4147,1,5431
