1,172,1,950
1,3449,1,5197
1,2351,1,4228
1,3373,1,4109
1,1520,1,3720
1,810,1,3792
1,689,1,2367
1,1661,1,3566
1,83,1,1870
1,2784,1,5136
1,3479,1,4361
1,2615,1,4487
1,648,1,82850
1,3520,1,4668
1,1193,1,1986
1,2981,1,4394
1,3367,1,5310
1,3548,1,4689
1,524,1,2384
1,410,1,2146
1,2354,1,3197
1,1937,1,3533
1,1770,1,2325
1,3295,1,4243
1,2286,1,4355
1,3437,1,4716
1,3187,1,4953
1,1406,1,3078
1,1119,1,1980
1,1757,1,2429
1,387,1,2631
1,3479,1,5493
1,1194,1,4968
1,2889,1,2904
1,3617,1,4711
1,1786,1,3846
1,346,1,365
1,385,1,1815
1,3243,1,16518
1,1131,1,2915
1,2347,1,7523
1,2108,1,3691
1,430,1,1951
1,2810,1,4925
1,68,1,1917
1,1634,1,3004
1,2623,1,3992
1,1861,1,4300
1,1937,1,3060
1,1068,1,2783
1,1257,1,2480
1,2627,1,3986
1,2180,1,2795
1,2866,1,4259
1,259,1,2595
1,2871,1,5503
1,2812,1,4408
1,3453,1,4496
1,719,1,2339
1,948,1,2976
1,2659,1,2673
1,2701,1,4366
1,877,1,2837
1,3050,1,5065
1,1706,1,3427
1,3044,1,7057
1,2543,1,4210
1,2897,1,5020
1,3342,1,3795
1,754,1,2719
1,1019,1,4125
1,761,1,2642
1,32,1,2064
1,450,1,2353
1,260,1,1649
1,3130,1,5489
1,2308,1,3662
1,528,1,1661
1,2313,1,3410
1,1425,1,2545
1,713,1,1498
1,1009,1,1694
1,2368,1,4564
31,86249,1,1838
1,2931,1,5003
1,703,1,1653
1,3031,1,3694
1,1133,1,2613
1,2930,1,4433
1,359,1,1312
1,1669,1,2502
1,2470,1,4173
1,885,1,3025
1,2104,1,3661
1,3432,1,4953
1,2664,1,3628
1,1070,1,2089
31,86145,1,1555
1,2649,1,3630
1,2561,1,4329
1,1328,1,2655
1,1069,1,2854
1,787,1,2982
1,3209,1,4945
1,1077,1,2619
1,3494,1,5165
1,1239,1,2160
1,2334,1,4203
1,2186,1,3178
1,3043,1,4685
1,2054,1,2739
