1,317,1,1725
1,2488,1,4536
1,1005,1,1438
1,927,1,4319
1,591,1,2007
1,44,1,1695
1,1016,1,2557
1,1121,1,2496
1,939,1,3369
1,1157,1,3858
1,262,1,1951
1,1136,1,1545
1,2610,1,4115
1,3505,1,5254
1,2224,1,3967
1,575,1,4645
1,3410,1,5415
1,2100,1,4234
1,866,1,2501
1,1489,1,3725
1,2505,1,4018
1,1712,1,3683
1,3225,1,5389
1,2457,1,2906
1,1832,1,4527
1,948,1,1539
1,196,1,2036
1,2967,1,4390
1,1665,1,3879
1,2540,1,4356
1,3722,1,3729
1,3738,1,5198
1,3193,1,5311
1,497,1,2321
1,1082,1,2368
1,171,1,1263
1,2793,1,4399
1,1607,1,2322
1,786,1,3090
1,1259,1,2666
31,86045,1,1024
1,2013,1,4235
1,2155,1,2871
1,1572,1,4151
1,1844,1,2745
1,150,1,1969
1,21,1,1844
1,884,1,2622
31,81005,31,82640
1,2004,1,3566
1,3009,1,4326
31,86054,1,1130
1,2839,1,4775
1,2126,1,3899
1,1839,1,3775
1,459,1,1316
1,3095,1,4611
1,632,1,2616
1,737,1,2885
1,2958,1,4675
1,2257,1,4009
1,1684,1,2720
1,2541,1,2550
1,2601,1,4778
1,497,1,2819
1,1044,1,2357
1,1799,1,3643
1,2311,1,3918
1,2449,1,4011
1,1996,1,3743
1,2782,1,4366
1,221,1,1114
1,1442,1,2690
1,2445,1,5002
1,485,1,1424
1,2177,1,2950
1,1532,1,3368
1,2324,1,3456
1,1723,1,4055
1,203,1,2046
1,1954,1,4126
1,190,1,1545
1,117,1,1743
1,1149,1,2832
1,2965,1,4560
1,1787,1,4157
1,122,1,2186
1,1157,1,3127
1,1898,1,4816
1,428,1,1736
1,3332,1,4418
1,908,1,2566
1,1738,1,3422
1,185,1,2212
1,2303,1,4350
1,280,1,1108
1,1823,1,3681
1,2444,1,3958
1,3046,1,5042
1,2577,1,4157
1,1544,1,3019
1,1020,1,4780
1,1365,1,3128
1,398,1,1623
1,1513,1,3198
1,676,1,1948
1,1913,1,3737
1,623,1,646
1,659,1,2268
1,107,1,1206
1,971,1,2860
1,282,1,1066
1,796,1,2259
1,3274,1,5190
1,1877,1,2492
1,2602,1,3084
1,440,1,1571
1,447,1,2100
1,553,1,2239
1,296,1,1321
1,827,1,2512
1,1979,1,3596
1,84,1,1895
1,1468,1,1906
1,1321,1,4248
1,1329,1,2796
1,1172,1,3514
1,1511,1,3086
1,1466,1,1972
1,2131,1,3468
1,2324,1,4289
1,1502,1,3462
1,1507,1,2515
1,3189,1,4433
1,1062,1,3277
1,2648,1,4351
1,2815,1,4874
1,1267,1,3500
1,1283,1,2478
1,1525,1,2965
1,1383,1,3381
1,2306,1,3703
1,661,1,2488
1,1935,1,3626
1,307,1,1988
1,3179,1,3937
1,293,1,3686
1,163,1,1609
1,1664,1,3440
1,1556,1,3494
1,1367,1,3061
1,670,1,2544
1,1815,1,3570
1,1288,1,3087
1,781,1,2022
1,626,1,646
1,1189,1,3233
1,1259,1,3174
1,2132,1,4142
1,3521,1,5804
1,3399,1,5391
1,1114,1,2619
1,20,1,565
1,1534,1,2132
1,3312,1,4725
1,167,1,1998
1,2023,1,3662
1,3307,1,3909
1,1367,1,3252
1,698,1,2638
1,3017,1,5080
1,1109,1,2867
1,1013,1,1718
1,325,1,2094
1,1098,1,2914
1,1694,1,3998
1,2605,1,4567
1,477,1,1224
1,2139,1,2672
1,3516,1,4699
1,1925,1,2743
1,301,1,1482
31,86394,1,1590
1,3606,1,5391
1,2797,1,4687
1,3760,1,5041
1,1720,1,3334
1,2214,1,4296
1,963,1,2936
1,293,1,2547
1,490,1,2308
1,620,1,2095
1,1550,1,4180
1,3304,1,4992
1,2284,1,3427
